source,outcome_or_sample,term_or_contrast,df,se,scale,alpha_uncorrected,mde_raw,mde_raw_pct,alpha_corrected,family_size,mde_corrected,mde_corrected_pct,target_power
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",solidly vs swapr,pairwise log-odds contrast,23.0,0.42516334701882974,log_odds,0.05,1.2441075286953023,246.98366873789803,0.0002631578947368421,190,2.1949923527760795,797.9932385003058,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",solidly vs uniswap,pairwise log-odds contrast,23.0,0.11188273731508701,log_odds,0.05,0.32738982981657144,38.73421991336946,0.0002631578947368421,190,0.5776174134864793,78.17881050673219,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",solidly vs verse_dex,pairwise log-odds contrast,23.0,0.12487918594963955,log_odds,0.05,0.365419870989976,44.11189651849604,0.0002631578947368421,190,0.644714225961301,90.54424254813785,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",solidly vs xchange,pairwise log-odds contrast,23.0,0.6159689445651935,log_odds,0.05,1.8024404190752525,506.44291689242647,0.0002631578947368421,190,3.1800651028562736,2304.831911536561,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",sushiswap vs swapr,pairwise log-odds contrast,23.0,0.39164715225119356,log_odds,0.05,1.1460328697765325,214.56887663280278,0.0002631578947368421,190,2.0219581725605003,655.310073676384,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",sushiswap vs uniswap,pairwise log-odds contrast,23.0,0.07317521562846563,log_odds,0.05,0.21412437670278367,23.87767201761222,0.0002631578947368421,190,0.3777819509688571,45.90447648904781,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",sushiswap vs verse_dex,pairwise log-odds contrast,23.0,0.08694625302258514,log_odds,0.05,0.25442100956189473,28.971467219260116,0.0002631578947368421,190,0.448877735640406,56.65531118771132,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",sushiswap vs xchange,pairwise log-odds contrast,23.0,0.638714906505713,log_odds,0.05,1.868999360940869,548.1807203695109,0.0002631578947368421,190,3.297495763015615,2604.4827391037047,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",swapr vs uniswap,pairwise log-odds contrast,23.0,0.39637892353313603,log_odds,0.05,1.1598789181652431,218.9547056524921,0.0002631578947368421,190,2.0463869053093964,673.988558590372,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",swapr vs verse_dex,pairwise log-odds contrast,23.0,0.39945576218385503,log_odds,0.05,1.1688823239310056,221.83935061686637,0.0002631578947368421,190,2.0622717113643145,686.3813849680183,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",swapr vs xchange,pairwise log-odds contrast,23.0,0.753349218216011,log_odds,0.05,2.204440812433792,806.5181013784811,0.0002631578947368421,190,3.889318739606091,4787.757682149101,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",uniswap vs verse_dex,pairwise log-odds contrast,23.0,0.10650690669626507,log_odds,0.05,0.31165914326336086,36.56891093522438,0.0002631578947368421,190,0.5498635932645046,73.30166066058513,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",uniswap vs xchange,pairwise log-odds contrast,23.0,0.6591092516028544,log_odds,0.05,1.9286770317844941,588.0401665018439,0.0002631578947368421,190,3.4027857223735625,2904.768808377894,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",verse_dex vs xchange,pairwise log-odds contrast,23.0,0.666578418267878,log_odds,0.05,1.9505332114062626,603.2436356334495,0.0002631578947368421,190,3.4413468161891374,3022.898956639074,0.8
