days_since_start,volume_millions,ma7,ci_upper,ci_lower
378,282.04268637424286,200.99318752269355,293.94569093981505,108.04068410557203
379,205.17184887679505,201.6448816021634,294.5194826640084,108.77028054031835
380,241.1562741374683,224.6575133313754,351.2784287260427,98.03659793670812
381,169.12734963269347,245.91982342334614,359.45256165234474,132.38708519434755
382,201.12181752519254,235.5117843765589,347.01359922815834,124.00996952495947
383,329.6038689697754,242.46568752956156,351.2859479676114,133.64542709151175
384,293.2149184472555,231.28184880046322,355.122959094306,107.44073850662042
385,209.18641304673207,241.58877755237094,353.1727495818361,130.00480552290574
386,253.84917094781363,249.9118564159223,356.188673443188,143.6350393886566
387,162.86940303378003,226.8197931412605,322.4167557561868,131.22283052633423
388,241.2758508960476,211.06242076249538,291.29802501538506,130.8268165096057
389,259.38336957005185,232.36851836025818,367.5969283741923,97.14010834632401
390,167.95942604714276,230.22438334255364,364.37915875387415,96.06960793123312
391,182.91331179589983,247.79562584188827,373.0611393605926,122.53011232318391
392,358.32909623107156,248.7735383992351,373.91351834266027,123.63355845580989
393,238.84022582388192,248.45399160321904,373.4834695796815,123.42451362675654
394,285.86810052912233,258.8125286415405,363.9018379581596,153.72321932492142
395,248.12123879747529,273.77411027877827,356.74616345784693,190.80205709970957
396,257.1465419979396,299.36855927385614,508.8891904251558,89.84792812255645
397,240.4691853153929,310.70487881609023,513.6928312638721,107.71692636830838
398,287.64438325656437,303.5836585976911,513.7103072592183,93.45700993616393
399,537.4902391966166,301.5409968480718,514.3341384399474,88.7478552561962
400,318.19446261952083,297.7508214627102,514.9500096412052,80.55163328421517
401,236.01955900032814,288.39729086891384,521.4869682384967,55.307613499330984
402,233.82260655014056,271.07671321933185,521.1069448191391,21.0464816195246
403,230.61531430040787,240.89798966128734,363.1183827620627,118.67759656051196
404,174.99447115881858,227.37638682073438,329.7765737681341,124.9761998733347
405,166.40033970949042,231.6658777332937,338.0280790303175,125.30367643626992
406,326.2391742903049,225.36829259260057,336.0826297639119,114.65395542128924
407,223.54324273565038,227.22252266238166,338.74530407181544,115.69974125294792
408,266.04599538824334,220.6526691159877,349.7796090741557,91.52572915781968
