victim_tier,pctile_in_tier,trades_in_bin,lower_edge_usd,upper_edge_usd,mean_usd,volume_usd,cutoff_p50,cutoff_p90
Institutional,25,3754,11149.956598645704,11305.618241464143,11227.944187680721,4.2149702480553426e+07,1001.8474213724877,8986.607999999998
Institutional,26,3754,11305.674270039619,11463.94991379,11383.7261903952,4.273450811874358e+07,1001.8474213724877,8986.607999999998
Institutional,27,3754,11464.01202005849,11622.1287,11543.122548346484,4.33328820464927e+07,1001.8474213724877,8986.607999999998
Institutional,28,3754,11622.131592386304,11791.051117259867,11707.255293193375,4.394903637064793e+07,1001.8474213724877,8986.607999999998
Institutional,29,3753,11791.089502601119,11950.375076627228,11871.427245038989,4.455346645063133e+07,1001.8474213724877,8986.607999999998
Institutional,30,3754,11950.418748481081,12099.342750000002,12019.971194691,4.512297186487001e+07,1001.8474213724877,8986.607999999998
Institutional,31,3754,12099.442925938474,12294.445642755561,12195.651535130815,4.578247586288108e+07,1001.8474213724877,8986.607999999998
Institutional,32,3754,12294.513738915399,12482.239307930662,12390.14107847236,4.651258960858524e+07,1001.8474213724877,8986.607999999998
Institutional,33,3754,12482.289338991206,12666.900000000001,12571.856394961782,4.719474890668653e+07,1001.8474213724877,8986.607999999998
Institutional,34,3754,12666.926605774945,12872.61998048023,12769.208135815243,4.793560734185042e+07,1001.8474213724877,8986.607999999998
Institutional,35,3754,12872.642944192943,13067.89583611657,12969.246472244264,4.8686551256804965e+07,1001.8474213724877,8986.607999999998
Institutional,36,3753,13067.9,13290.133693288297,13178.791385677838,4.946000407044893e+07,1001.8474213724877,8986.607999999998
Institutional,37,3754,13290.229861323503,13512.093954371407,13401.74336313829,5.031014458522114e+07,1001.8474213724877,8986.607999999998
Institutional,38,3754,13512.110343622304,13756.564546972013,13633.422401932728,5.117986769685546e+07,1001.8474213724877,8986.607999999998
Institutional,39,3754,13756.75,14001.03446,13881.02090214979,5.210935246667031e+07,1001.8474213724877,8986.607999999998
Institutional,40,3754,14001.064,14259.76682879291,14123.93547038018,5.30212537558072e+07,1001.8474213724877,8986.607999999998
Institutional,41,3754,14259.870628286591,14521.41589599587,14390.310691233231,5.402122633488955e+07,1001.8474213724877,8986.607999999998
Institutional,42,3754,14521.86085796322,14770.23801994748,14646.552782870393,5.498315914689545e+07,1001.8474213724877,8986.607999999998
Institutional,43,3753,14770.279999999999,14964.900000000001,14876.178084642781,5.583029635166436e+07,1001.8474213724877,8986.607999999998
Institutional,44,3754,14964.936,15099.374918288973,15019.585382066663,5.638352352427825e+07,1001.8474213724877,8986.607999999998
Institutional,45,3754,15099.479824523327,15386.609273930319,15241.654789339931,5.72171720791821e+07,1001.8474213724877,8986.607999999998
Institutional,46,3754,15386.730317540389,15688.244961501623,15536.972188555974,5.832579359583913e+07,1001.8474213724877,8986.607999999998
Institutional,47,3754,15688.271857758364,15990.750002469349,15837.027731520531,5.945220210412808e+07,1001.8474213724877,8986.607999999998
Institutional,48,3754,15990.782574554294,16299.636872002095,16135.801457827241,6.057379867268346e+07,1001.8474213724877,8986.607999999998
Institutional,49,3754,16299.737703883042,16650.551731107378,16475.407261279644,6.184867885884378e+07,1001.8474213724877,8986.607999999998
Institutional,50,3754,16650.689327608885,17006.14528163884,16833.594944713295,6.319331542245372e+07,1001.8474213724877,8986.607999999998
Institutional,51,3753,17006.162231465067,17376.168780886965,17187.017965924188,6.450287842611347e+07,1001.8474213724877,8986.607999999998
Institutional,52,3754,17376.503466585073,17730.9653970471,17550.812887301043,6.588575157892812e+07,1001.8474213724877,8986.607999999998
Institutional,53,3754,17731.064824723715,18094.238524681852,17915.44928737659,6.725459662481171e+07,1001.8474213724877,8986.607999999998
Institutional,54,3754,18094.48125,18520.765052378796,18311.518794610056,6.874144155496615e+07,1001.8474213724877,8986.607999999998
Institutional,55,3754,18520.8606,18946.16152917926,18739.524963197095,7.03481767118419e+07,1001.8474213724877,8986.607999999998
Institutional,56,3754,18946.394,19344.69833006721,19142.566470424543,7.186119452997373e+07,1001.8474213724877,8986.607999999998
Institutional,57,3754,19344.75,19716.459051898237,19530.220093310105,7.331644623028614e+07,1001.8474213724877,8986.607999999998
Institutional,58,3753,19716.596999999998,19963.475212681922,19855.000230783415,7.451581586613016e+07,1001.8474213724877,8986.607999999998
Institutional,59,3754,19963.508,20086.680667335368,20016.346926334143,7.514136636145838e+07,1001.8474213724877,8986.607999999998
Institutional,60,3754,20086.74880090592,20541.72672601114,20297.767415055754,7.61978188761193e+07,1001.8474213724877,8986.607999999998
Institutional,61,3754,20541.82861496941,21094.75824987955,20816.24300632352,7.814417624573849e+07,1001.8474213724877,8986.607999999998
Institutional,62,3754,21094.949999999997,21700.794851125684,21387.28125506667,8.028785383152029e+07,1001.8474213724877,8986.607999999998
Institutional,63,3754,21701.197144753784,22353.476940692966,22023.359575643906,8.267569184696722e+07,1001.8474213724877,8986.607999999998
Institutional,64,3754,22354.060943219414,23019.636669686624,22684.761590838785,8.51585950120088e+07,1001.8474213724877,8986.607999999998
Institutional,65,3753,23019.665972020222,23738.133492853653,23373.888534256053,8.772220366906297e+07,1001.8474213724877,8986.607999999998
Institutional,66,3754,23738.304204565033,24451.026121145147,24076.282098952095,9.038236299946617e+07,1001.8474213724877,8986.607999999998
Institutional,67,3754,24451.140715252415,24999.188907114632,24767.938522534416,9.29788412135942e+07,1001.8474213724877,8986.607999999998
Institutional,68,3754,24999.2,25674.356941951246,25264.60318582113,9.484332035957253e+07,1001.8474213724877,8986.607999999998
Institutional,69,3754,25674.725219890704,26591.826435249997,26121.91071790525,9.806165283501631e+07,1001.8474213724877,8986.607999999998
Institutional,70,3754,26592.054087327182,27637.21950987598,27099.50485546428,1.0173154122741291e+08,1001.8474213724877,8986.607999999998
Institutional,71,3754,27639.109234676125,28726.80778728989,28173.069072651193,1.0576170129873258e+08,1001.8474213724877,8986.607999999998
Institutional,72,3753,28726.938615635303,29742.570927496312,29259.613234711444,1.0981132846987204e+08,1001.8474213724877,8986.607999999998
Institutional,73,3754,29742.77744074416,30307.850000000002,30002.838891059604,1.1263065719703776e+08,1001.8474213724877,8986.607999999998
Institutional,74,3754,30308.21649126479,31470.100000000002,30887.272323021913,1.1595082030062427e+08,1001.8474213724877,8986.607999999998
Institutional,75,3754,31470.14100096939,32675.44811911911,32052.02574779617,1.2032330465722683e+08,1001.8474213724877,8986.607999999998
Institutional,76,3754,32675.730230291352,33949.34837808161,33298.101198961,1.2500107190089957e+08,1001.8474213724877,8986.607999999998
Institutional,77,3754,33950.100000000006,35171.92479257778,34595.05066202865,1.2986982018525553e+08,1001.8474213724877,8986.607999999998
Institutional,78,3754,35172.02215336683,36810.185913782734,35949.99878911743,1.3495629545434684e+08,1001.8474213724877,8986.607999999998
Institutional,79,3753,36811.677910640494,38605.700000000004,37674.24449938689,1.41391439606199e+08,1001.8474213724877,8986.607999999998
Institutional,80,3754,38605.944150080126,40126.07184325667,39476.928834363156,1.481963908441993e+08,1001.8474213724877,8986.607999999998
Institutional,81,3754,40126.1853,42449.731322097105,41235.15188651331,1.5479676018197098e+08,1001.8474213724877,8986.607999999998
Institutional,82,3754,42450.4030519391,45139.209520762364,43832.88214458159,1.645486395707593e+08,1001.8474213724877,8986.607999999998
Institutional,83,3754,45139.237311270794,48116.84527376127,46622.67894962218,1.7502153677688166e+08,1001.8474213724877,8986.607999999998
Institutional,84,3754,48117.62752253978,49996.61189684988,49338.811421439605,1.852178980760843e+08,1001.8474213724877,8986.607999999998
Institutional,85,3754,49996.627090758746,52837.97417727387,51052.22833045043,1.916500651525109e+08,1001.8474213724877,8986.607999999998
Institutional,86,3753,52838.65365389495,57482.02773558241,55081.00994218879,2.0671903031303453e+08,1001.8474213724877,8986.607999999998
Institutional,87,3754,57485.04750666521,62726.97536855546,59995.22661340422,2.2522208070671946e+08,1001.8474213724877,8986.607999999998
Institutional,88,3754,62728.37085417917,69595.94922755896,66076.69346256214,2.4805190725845826e+08,1001.8474213724877,8986.607999999998
Institutional,89,3754,69598.49031681927,77450.5391593232,73323.59552844164,2.7525677761376995e+08,1001.8474213724877,8986.607999999998
Institutional,90,3754,77456.2920674005,86880.58728426907,81750.6992964337,3.068921251588121e+08,1001.8474213724877,8986.607999999998
Institutional,91,3754,86884.6872603518,98751.88015917734,92800.73743562688,3.483739683333433e+08,1001.8474213724877,8986.607999999998
Institutional,92,3754,98753.6637383263,108181.81032530537,101858.31565590341,3.823761169722614e+08,1001.8474213724877,8986.607999999998
Institutional,93,3753,108185.85237458817,129918.68271674888,118566.570180874,4.449803378888201e+08,1001.8474213724877,8986.607999999998
Institutional,94,3754,129939.37248799128,158081.11754533296,144032.1162704389,5.406965644792277e+08,1001.8474213724877,8986.607999999998
Institutional,95,3754,158103.7324098289,195466.1779536298,175163.61580081665,6.575642137162657e+08,1001.8474213724877,8986.607999999998
Institutional,96,3754,195490.53651627776,246455.7938694591,216281.4917773509,8.119207201321752e+08,1001.8474213724877,8986.607999999998
Institutional,97,3754,246461.62049955,323360.5907524387,281424.3811361446,1.056467126785087e+09,1001.8474213724877,8986.607999999998
Institutional,98,3754,323365.47908237664,486987.3482230799,392781.11102605046,1.4745002907917933e+09,1001.8474213724877,8986.607999999998
Institutional,99,3754,487027.6520918548,853915.4589146934,619277.5085528651,2.3247677671074557e+09,1001.8474213724877,8986.607999999998
Institutional,100,3754,853935.6706696204,2.100546e+07,1.830567851651107e+06,6.871951715098255e+09,1001.8474213724877,8986.607999999998
