bot_address,total_trades,priced_trades,total_volume_usd
0x6e68fae720d991c6706cb8b618d0ee8941845896,3,3,906.1957397131698
0x31c0ba10e4e12be6cdceb612e5e829d977532bfc,1,1,905.4975544188048
0xca4ed4e0f45264b853df6a3786962e23204b0a10,2,2,904.7009556714402
0x416e29355a5ab4dcd983505cad3a181d17e8dcbb,1,1,903.3745499811243
0x8e56f0264f64174412a91169f0f0d71fe92fd288,2,2,903.185953949258
0x1a96946d4a6d9aef983c9bf7e2d2c67e317ed243,6,6,903.1850975118109
0x460b1cfb76a34d51f8ca8886371ef78e3f2b6b84,2,2,903.0155697606729
0x0c5bcc403ad2471b16e9364741c6498abb9856d9,9,9,902.6947246089248
0x46d9d96daf22ffa3ab7ea5480edf5695364a98ab,2,2,902.4963201151106
0x5859ebe6fd3bbc6bd646b73a5dbb09a5d7b6e7b7,2,2,901.4655007602862
0xc76cdb74d781e219e8c8855a99584dd2e4580046,4,4,901.0792221914265
0xacccc0191fbd8994119887c306d4c36ff96f5729,8,8,900.7061306419614
0xfe20879ca220daca3b026b43b3680342bf4a2849,2,2,900.4352933920288
0x706dcb5e9cb7027d8b0c61f7fa144e65d575064a,1,1,899.0106738721599
0x15c5ae1d6a60754284f11198d0a0da9d169c2331,3,3,897.7520416291128
0xb6471bd5c1a38ddd623b4f3c9ae39a1531dc7afa,4,4,897.016708229241
0x5c4af960616ad1cd8c582a77e87b4d25d9560859,2,2,896.460754292375
0x56fdb1a3e9ad1630061ac7ee60dd75ba78307036,5,5,895.3893336473532
0x4bcf8329a3f2f368c4e1aa57e9bb9e84543df795,2,2,894.7643974964136
0x0750c0cb25de8df6c67280ba90cfdf5283dd9a24,1,1,894.6854545803593
0x07d5695a24904cc1b6e3bd57cc7780b90618e3c4,4,4,894.2577727900994
0xb477e4993bfeaa0f5d01d356355828431a3c5a00,7,7,894.0650405819272
0x28246a0df52d6833c9a009c138e1c6b484239c1c,3,3,893.1483698018109
0x14c991d8aa5a97574d30a947f1a08f5d20395ecf,1,1,892.1807415047509
0xbc132980cacae562be5372a2400cc91f505361b7,19,19,892.0966483894302
0x7902bd0aa8741b9e73b5c836cafed629b7fae270,7,7,891.7838974490844
0x8759f1dc524f1305cbdfa1025d08eeb6c1158186,2,2,888.3043619838708
0x311c9db4bc5b30e940b21ca42db6c793f43137e3,7,7,888.1946662388051
0xe385c3baa3db3ba40e76a11cc646f13727b1561a,2,2,888.1758167351858
0x73ae4f49c266f6f09f72e150d9f48e25594c40ba,1,1,887.745
0x7d393440c0895e69f164b7aea601a0de02060032,3,3,887.6435720613673
0xee7496f74127188caefbca966b8763213adfd74f,3,3,887.2375972619884
0x014ccc9ed604869b7db61d1ba58ddd99f2d59937,2,2,886.9764778306685
0x2dc9050d9873f50526e467e983d435e6d8d9afb0,1,1,886.5874603648783
0x6a2dbabc161411967cccd6800359ecca53d946d1,1,1,885.3034152833868
0x5a254c6dc457f9ccf4b19a3b847dfbe3c85e892f,2,2,883.7283816857407
0xf362dc4bb0d5bfef95d65434a7168b8ae056d8d6,6,6,883.65483911019
0x6664c1b08dbf33caff11c3c1dc67c54c9a5fe3b3,1,1,883.3461002202413
0xb79323dded09eabae6366ce11c51ec53b3fcd57e,10,10,882.5111594546847
0xb1a7cb7a049e63c46daa92dec5ba3f3ea67a1942,1,1,881.6475478509822
0xf8d99cf7046dedcb1dc8cfc309aa96946c9b9db2,5,5,881.3820412714531
0xfd3691f0e5446ca4ab0ccc13ef6109fc8f9c8201,1,1,881.0152293917499
0x6368172f9df8ff70ac7e2fc6b30cb964158d0090,10,10,880.5011142747879
0xb52c04b7ccfa58797ba43609276245a696120957,7,7,880.2728285106434
0xa50fb59346c83730602874b6f25a59939a949cf4,4,4,880.049435062164
0x0599282297a15ca86a10dabfc2bd5781f610e246,1,1,879.7965987085631
0xe2ca82f662fd7eadec92541af83456bae88dc166,1,1,879.3635692459986
0xb1b13179f4fb5b822e66bd776342e62e7a72868e,1,1,879.085623128106
0x27dbabcc58f25063526fa414c5f852b3b505cf76,4,4,879.0775925687632
0x8d9cfcc40415d3340eec2244df8a87dda621e9f1,8,8,878.8818514289421
0x5a67358446eed56f222eebc36d97e9fff9437cc1,2,2,877.8866449999999
0xa77da6cdbbc5418e7b40f3d2efffca64d6581f2e,5,5,877.0771368579769
0xfae8efac55bc5294cd85654d68c086da1caf530f,1,1,874.6147361736917
0xd8a1434206679e213227852e6bc438315d19533a,7,7,873.1132538901081
0xf058025c9c6b0a2318ec203062cd78bd4e538a6d,11,11,873.1109129277717
0x54bcf4948e32a8706c286416e3ced37284f17fc9,2,2,873.0335995589539
0xa4fab57e94c8d84c258f7cacd56af7f66c36c9c4,2,2,871.9424844958
0x2aba1b3f8fd9e1ffacb48d5076e16d9559065058,1,1,870.5791743599434
0xb670373863ce64f040b7c10bee79c40ce12cacba,19,19,870.3834916929986
0x5dfcac01fbf76eb03e8a7ea8ccd2455eccf6ae44,1,1,870.297965312004
0xe859041c9c6d70177f83de991b9d757e13cea26e,4,4,869.9141876106945
0x13199059e99af51b1dd4419ac69c7633ce90424e,1,1,869.7908250817029
0xc93579a943a49a96c8c5c3c559e06cb0e86f4030,3,3,869.4448829142706
0xf626312f39df3827639c66e55711da7a4bc64e7f,6,6,869.0907009230124
0x5104846dc1c3c7697b856dc69e350ae4dcc47e24,1,1,869.0855267716258
0xc5ac83f187c0da241b50f5a1510f7761ccac9b6a,3,3,868.4738256761964
0x73d8bd54f7cf5fab43fe4ef40a62d390644946db,1,1,867.997624181328
0x75311ee016c82e7770e4aca73a0d142f96ddb969,1,1,867.6304981569062
0xa30dee928425b1c7974a2d140e19365ec1b974a5,5,5,867.4370514393556
0x09917be7b85a0428f66e450643b57b497481c40d,4,4,866.210835470828
0xd6c9a7251d41205b493fbae35d3340bceb05017c,2,2,865.9545082426228
0x15523305289969a36f41baa6070039974406c105,6,6,865.8289551772177
0x1d0f3c580378daf7c66c090e098819f633e04880,2,2,865.4446158540724
0xb60761e31a9feaca605b07eadc9a27133a4c2550,1,1,864.9457195857087
0x4328a76c5b7ead4fa4da895c99d0aa9627c35cb5,4,4,864.1253026345127
0x1fd14ab51df501679997c79431e04b0bba4330ca,5,5,863.0370318731384
0x69c2f87eba39a405c7053bc13a54d5b66a1728f0,7,7,863.0016463424423
0xf4b93dc6d385d569de8e976cdcd960d19289b389,3,2,861.6173063673261
0x0a15b638b313b8e3077e8e5d496e7be653a4d691,3,3,861.1696010026367
0x5cb50016c030b9015c5df3b8de9542a6981b18b2,2,2,860.6518240166777
0x27fa67302c513f5512bbfa5065800c2d7b3871f4,6,6,859.6915025648657
0xcbca43d607671241acb7e7721434aaf0228f6c03,6,6,858.9296046895171
0x1b57a87396b0ca844f69f65b8173f341992c403e,3,3,858.4676543042889
0x2fec72b2be961af550db882e65ad0ddfb9a6021d,1,1,858.2610654336074
0x004efeca2bdf918e61669d5ca356211463378f81,1,1,855.3472907304441
0xfdfdce8007a7f29b99df90f958cc12dbac7abd30,2,2,855.0183526652008
0x209f776b0ac77038caa1fbd97723df0e425a58db,5,5,854.8301843836015
0x59c1349bc6f28a427e78ddb6130ec669c2f39b48,1,1,854.5314166834469
0xdae40cb431f697c4e8e73745cbedc1a42371da77,4,4,854.4071540650525
0xd05aad27e01e0011fc7dbdaded27240176194063,11,11,854.1259946046597
0xf06485bd918d091868a8a7d9ad79507b048acdc8,7,7,854.0906541290175
0xdaddad6629d28c1a5b9e3edf7b0d719a83082b71,3,3,853.7230897372792
0x5514c65410bff5ae1a72e2ed4989a3263405a080,3,3,853.620735336299
0x69aa90c6cd099bf383bd9a0ac29e61bbcbf3b8d9,18,18,853.4857481787897
0x69420a842c1769789ffa0d62ddb44036a304f3dd,1,1,853.1442834741254
0x8ebf6b73b9c44d7a7218fb82a2b4225f0f76e716,6,6,852.932605678277
0xe3efc2ef1242f16e10a4760028141fc0fb548bf8,5,5,852.779906878457
0xd09da6ac0c96ea1070e719b5370ee31541ed89fb,5,5,852.5763366464846
0x602cb3931406c9b98cc328ab406e50d6a32e559c,2,2,852.3694493194888
0x5cf540dbe07bf6ee67b579c3da266af0f9282103,2,2,852.3365599005358
0xee940dcc8c69201cea5c5c77d71734d8fe703f2b,3,3,851.7937879054343
0x6c2b8b3f7a909531c4c55ca6a0a7c3ab65e8d94a,3,3,850.0257776293388
0xca381d4a66c561467a602f0a4775ef9b1dc1ea9a,3,3,848.47840287
0xbf1b5753a704b49cff8bc6320d7505aa37a35192,1,1,847.8712763175365
0x26e2f8b54926b912453ae5098bdf4c9e1fde537d,5,5,847.6090989325642
0x356ffe9a7710b3ea79bcc1b01ecf4e5c856f95b5,8,8,846.155264203828
0x44634ce3b7e5ecccdc0b3f6475426258ed053261,6,6,846.0489803067655
0x5bc7ee33e127f981d9e47c7774a54e7321ce2893,1,1,845.3012887483335
0xbad7e520d7515158003438ddd724342ba7861c23,8,8,844.4314972792646
0x859f7092f56c43bb48bb46de7119d9c799716cdf,2,2,842.624827298936
0x5598931bfbb43eec686fa4b5b92b5152ebadc2f6,3,3,837.1275089783119
0x663901c2590893fdce43c128d20603a9b69a053d,4,4,835.7891639945901
0x670a72e6d22b0956c0d2573288f82dcc5d6e3a61,1,1,835.6927248824627
0x64249f361757bddaaa4145380afd47615330c79b,2,2,835.315572
0x8455c82dcd5fc32adf082c1ad9bbdb7333c690d8,3,3,834.2410362729127
0xd6899675ee7a34df0fec1f997499e4080f337423,2,2,833.6722566045512
0xf29fd626e733acdff75c11e93cfa4f47f9479bd0,2,2,832.0442384948765
0xa8d79959e83e574168405752b77ff17a562241ce,4,4,832.0039250589235
0xa1f447b28d4e12bcd4827946ae5e23ffe81134c7,2,2,831.2578941301646
0xddf33339f86ccd48ffed72b0f22c6e9669b1e2ab,1,1,830.5990849776707
0xf1976b71fde78bd211fe47c76484968faa6d6c62,6,6,830.3523453485097
0x35148590bab02fb05ad0c60dc8d735425277330b,4,4,829.0172514478973
0xc05cff7514307f580ee94554f39120d32d96b4f2,1,1,828.7957537321065
0xc79faeed130816b38e5996b79b1b3b6568cc599f,3,3,827.7384609266601
0x8f6051dfd3d56b3710d5f0ebbdc176e3e802d2f3,1,1,827.438846437034
0x60a6b23a7a87c5ce9e3f81c869691f784b18a704,3,3,827.3729952633771
0xd01e49b8da4d0b006ff2927264a7c2fcb0f3ef63,2,2,826.6652716190441
0x7d8cbc4b88777f373c62dc1bfa83c7ac74e0d06f,1,1,826.4192852821761
0x0104109f419e644104b7cefd0ad5c45037ee00f7,1,1,826.4111324780578
0x659491baebba62e72d4e16d9743ade089ce6da78,6,6,825.368888834403
0xdb9cd2f59b930ce823d8b071ba8f2174b59194b5,1,1,825.2560489311973
0x0f7ff0a74c07acbb9ff0a8a57ea5b594b2e50d38,2,2,825.1225411660639
0xb457fcd59cbe5cb116d1f649fa0f921b42557aef,1,1,824.7680987893384
0xa0166eb86a0e8507a7d480bf15ced8788dcd2746,1,1,824.5943362639032
0xbc7ce7b6b5437d7d715fbb1cc7b4ec12399c5516,4,3,824.387825718233
0x42eac65b1caa73e9d06584708ef2c0642b9ac559,2,2,823.712476056158
0xaa4182fcabf3271587f1061444e3d21b8b2e9493,1,1,823.5570400827826
0xe6b5a31f52b4cde4f9ec7d00d8e338c4885fc657,4,4,822.4532358278816
0xa2fdb3d432a6e6a6cb37ecd81e330251df1bf3bc,1,1,822.3956782865706
0x46b2c1592bcdcb62e2aec0c4f4908232db98b39a,1,1,820.546974435531
0xd543975c6eb81faad89e1fb6e5340666f468066f,2,2,820.5093539832469
0xe6dd458b9931e19d1425bf97efbcca867bae9b91,3,3,820.1253756842154
0x225de190f2190e6ed400578c5e44f56961a919ee,9,9,819.8402086050655
0x8ff81cb36a3db0f7cef3db92f80691371820bd46,14,14,817.8248122237426
0x03c587e12b8f0184ef88701773fd63788b127678,7,7,815.2638400648214
0xe15e6583425700993bd08f51bf6e7b73cd5da91b,2,2,814.9250299934785
0x2a785850bf6455e00359fbae0da83e9a3a3ad44a,1,1,814.9207069173881
0x2253dcccb6db0522d84709d0f1d171f138b95652,3,3,814.63427
0x6186e141097f864c01b15a16da54cb7cd9889951,1,1,812.579952714251
0xa8ac466718c5f0b7fb21d389affe4ea4148cb00e,4,4,812.0324310000001
0x163f71394aa8b7c4e4fd58c692078e09abd20873,5,5,811.7405803456556
0x881e1bd47e50a3ad8e4bb8668f726a87ce31db86,1,1,811.4233320948223
0xd19393e02c3cc60c21a89b5e85656ff1122ebd51,3,3,811.1697646509069
0xf5d2c4209452c567705fe7dcc93ddcf61a63a100,4,3,810.698692889973
0x658945ffda180d43fb6fdd8b1b2385aeed7a2618,1,1,810.2566966876495
0xb9f4c36a7e8e7fe5d0aadbe05cbc77ac04c08f9e,4,4,809.9676247991118
0xf93f1a88fc3c99431599d16fbfd35a9299a70dd6,1,1,809.2280431035462
0xaf749b8e5e0330cc8805cd0429d3a7736b128452,2,2,808.47144609924
0xc8238c8ebb10f774bbd3cf53349bf2fa75a3a677,1,1,806.7311364371601
0x7c27c21f73f1e6473c4ed756c58559b887b2c6e2,1,1,806.3447613191776
0x5b5d7577e38e23a3c071f1c0f9fd215b87998f81,7,7,805.1363047987753
0x3c48937ee028048e2ec25feb760f457b1d1c2f4f,1,1,804.2639222448523
0xd7dcb0eb6aab643b85ba74cf9997c840fe32e695,6,6,803.582913840228
0x97eed004224b6c68b6752d89207cab28c8fbd09e,4,4,803.4060675009177
0x5145755c0535198eec1642dc0cc96225fb28263d,2,2,802.5621487720043
0xcd6f65a972551ffac9b52fa2d4a561d9b7ab4741,2,2,801.299440346551
0x662511a91734aea8b06ef770d6ed51cc539772d0,2,2,800.122893724736
0xac654b404b872f83afd150a8b0a9d03f1e5097b6,1,1,799.0721407657281
0xea1db4e1596a3d754eb9fbf68e65d4f41cad16ae,1,1,795.5900037766415
0x7b3403ec5a1ca8791b0aa358dd8a6efe5efea7f5,5,5,795.1219089044232
0x2cbe315056605722d9c2c422110fa24e2f222d57,2,2,793.6890458306963
0x0e914bf7176f9608fdba21947e4bcebec12024a8,8,8,792.7319823598402
0xe35bfbf439d7c37e2df41bf1236ccf1dec0543fd,5,5,792.6755758345231
0xad5971c051470f162f450c643c0c0f4257d5d894,3,3,791.0614971056705
0x8099ab5cf36bd0a9a8476f9d12f7fdc0c79ed803,13,13,790.7675528841115
0xb5fa7edfd5e3c27480763a066c2fa6b12fce24e8,1,1,789.9018082380042
0xa6d6bdb66131b45c61a54d47f096ec036428fc0d,1,1,788.9493212803178
0x9afdc6c1a3ac25adbde4f637a3e3fd38096f0851,2,2,788.7851916958907
0x904304fa84848a886a2e8c9d5c691ceeb42724d3,9,9,788.6992510451491
0x4674abc5796e1334b5075326b39b748bee9eaa34,2,2,787.4497623233713
0x43aac6993a7add8ec5addb29d2152458c4a8d467,1,1,787.2976165771703
0x0c73f700dc7eead3f62e81fdbacf71205117beb1,2,2,785.1462037450832
0xb89260ad0fe47276aea852492704fe1a78de9e3e,2,2,785.0907265920879
0x0cf42a533f1e4e41bc91239ab72258d7198644a6,21,21,784.4478997461014
0x531b6a4b3f962208ea8ed5268c642c84bb29be0b,1,1,783.5115939649128
0x14167b77c5bc79c16bb4493830b2fbb74f503665,1,1,783.4202979259679
0x20c42d3513e9e7fafff82173aa5327f02d5163e3,3,3,782.909248260302
0xcec6afd254cb6eb4b70ffbd7150ede793e049c60,6,6,780.7417186885538
0x3960f775bd595c167a7a42ad98f504ab3d22034c,1,1,778.986130410816
0xc6447cca7804a0b20b540977b299d2845e854c22,3,3,778.8678961740281
0xe9bde8cdd4a9e11f4523107bdb4a6e55742dc4dc,1,1,778.7745793050228
0x9b2e3660407ccd46dd7b74141f56cc27178d6657,1,1,777.6361580545811
0xeb5c182c42cce1a4ae09884e022ec99918b76267,1,1,776.1393526446433
0x7f8f7dd53d1f3ac1052565e3ff451d7fe666a311,5,5,774.553402446104
0x57fe42cd06eeef387fb4bc335ff4445f021de112,7,7,774.2203133486685
0x484dcf85bc5f005e5628a85c7dde5c846b9b64a7,1,1,774.044257623648
0x807fdbcb54dc5d01b99a5aa7fce883a759d27cbe,10,10,773.390950942062
0x20313835da2cc11c2de0f19b41897f08fc310bad,1,1,771.5532802100483
0x3ea9b4b799a06f3698c981942176cca0ec58548d,4,4,770.6248892247962
0xab057e32df8d7dcb6355494f36e20135d65760de,2,2,770.4963817388755
0x087209c5dccde18d925de55b27f6054d08c30511,6,6,769.2984093440493
0x3aaf77ba7da262e34dffb9b10fc6777bfda79ab7,4,4,768.9360130584436
0xd420d5f24225702a68ddf21242d5eef816dc2e6d,1,1,768.6196907893817
0x4eefe02fce5b53ca33c7717bbd8ad3c9cb0609f1,3,3,768.2224753836415
0x004929b40052936a593983c13d44c6176c429aa5,5,5,768.0102841883507
0x454954e9afc59fad90ae04068691304d2f5e249f,2,2,767.4044309472146
0x60914a03effbbcaf8f33d13d3dd51bd7b5d31f15,3,3,766.5415434729681
0x7b2024d6863519147af84dd30ab263bd0ba83fbc,1,1,766.0871379270249
0x642789897f22c2b5ad40250c950a64e1b18963c0,1,1,765.666019863712
0xaafac42f553bbf80862fce24dac292eec5173f72,2,2,763.835010036894
0xa5e79baee540f000ef6f23d067cd3ac22c7d9fe6,3,3,762.3600521011414
0xe500f5e56d06c576c76873995e0d9f6c137dc7fa,1,1,762.1789229830644
0xb79ac483846930b6da41408d3326bd3c2b7f6f59,12,12,761.3566718066866
0x4293da1617ec94107fa6675b2eeb38a8c66101a0,12,12,760.5215036647089
0x88f7c486be779a19606089ac6a1a450c2a41e89e,1,1,759.692316667744
0xce3d113e8e5bffc957e860d68feb02acca0ac2a7,12,12,759.6881598607029
0x4215fdbe7255f0764c600a6ca54a26de47801ff2,9,9,759.2685074353718
0xfd9834176cb8bbbb1f1906a455b9a0922d1ae8dd,12,12,758.8566315313825
0x45927ed1634aa59b760165114d9db1099033e07b,17,17,758.6645775110978
0xda6e94f03e9d7f3030a19b122e736d3444f6f31f,12,12,758.0269098966306
0x1eec7cac9550f8149d04e833412cbbe77173d6c5,12,12,757.1989862583793
0xcba118491872aac78aa84562686901fe7461a9dd,1,1,756.5901861883732
0xe39da2a8070b93ac3e131a465169018617e6a837,5,5,756.4234138949324
0x5d154b5372cbcb665bce5e92e95cf4a7a53bc06a,12,12,756.3728519995103
0x7f9f1b7afb0d64a84ba017a827ac62fd072578c6,1,1,755.869286291469
0xfa2b62c142aaedf0c18cc356499d2f460406b82e,7,7,755.7492552577429
0xfbd7d207405ffd84a3d2854c2e6b595fa9c4fe23,12,12,755.5484985827735
0xbd6607f7d39651deaa114163dbd95efa793ef850,12,12,754.7259175497207
0x0618232cc403b3d50e49bc17e096735ba47f8927,12,12,753.9051005196602
0x600df70b8ea92935e0547e494d8958c98c8f2fb1,4,4,753.2346565526758
0x513dbd75ced7527bf18624855a71afd4966852f1,12,12,753.0860391886259
0x75462e4f18e7ce19dcc45d3a612a09627eb6c1be,1,1,752.770789514998
0xc494a52992d09bec2255de11cd07dd9fc19a8973,12,12,752.2687253283644
0xf0f9446050cea795cc16ff3d7e3e20e1e744aaca,3,3,752.1020251350299
0xe83b9a1305d36dbec04a8f2213b267c1d3ccc308,4,4,752.0320860489708
0x5c864b4441e30b4f7aeaf7eeb981c513cbe1b9cb,12,12,751.4531507853382
0x263a5ab2a65962761506821dd4219d54e1325266,2,2,751.2253261315202
0x915ac869ff6dc368d84203d9ee9c767eb63e5572,12,12,750.6393074797447
0x696e167778e6a6bb17ba15f16b1414ae7bc9e4de,12,12,749.8271874045529
0xf903e564deab2d0c07de1e01f4a73308699fe819,12,12,749.0167826245516
0x0244874ed84be27ec4137d0633e91c5dc1cd0c8a,2,2,748.8273030288998
0x4895aa1e134d8cd028d2eceaf12cd0d9a2db1c0f,10,10,748.7689650757613
0x959df185e2fd957e11b6244d6cd373bb1df00fed,2,2,748.3997416006223
0x84cd80a56a2d121fb73b37487e2b06b9ac48edda,12,12,748.2080852754177
0x53c619a7c6028fcad77ef10205722028e96651b0,1,1,747.4051434871184
0xaf3945c43bca88d15d53444d95083851af7dfd08,12,12,747.4010875627962
0x222a15fc645c4a2a383946538edb5f669fd1a89c,6,6,747.3785496525006
0xe7c6ebdf45f6e7a7f9b62b5c6ffee76c0ec87f1e,2,2,746.7977387094388
0xd66aaee5d080dc8f24b161041d484b7cdf9827c7,12,12,746.5957817613954
0x6b4b38cbd7e2c99ce91806cf6abbd0b1917e70e0,12,12,745.792160214098
0xf8937dc1ca081161527c0bc1eb6379420195c894,2,2,745.4373461309435
0x6b8709cf4495d6a2318442422d51a9b97da07bb3,1,1,745.3225
0x2d34cdb56d670dbcccc05b816567562cf5a7b65e,14,14,745.0936393582447
0x17226dfcf716361fe29adfc2fcac7d66494f5c9c,12,12,744.9902153310849
0x9e64d29bf1c28a0a711c0e1471805f75193709ce,12,12,744.1899395889724
0x89bf2caee181c5266d9a3b3a800009a67174374f,4,4,744.1116265891452
0xc5c134a1f112efa96003f8559dba6fac0ba77692,1,1,743.7461214632683
0x9396c357befc79abfef7f229a3bd8dd0ae8e6bfd,17,17,743.4178753572818
0x0bdcd295bccfa818f35d87358a32222d96718d06,12,12,743.3913255299652
0xd920a4bda8ecf4ac06ea2897f9a5a38a55e9ac6e,10,10,743.0448577300549
0x6d41bbad837381ede6e57ede56744d27bbf52103,12,12,742.5943657610209
0x7a95746ae9c21be32b60050b95e06b4c4f8c899d,2,2,742.026902484525
0x77ce1bee27ff94a16fb60d908369f09c4d12581f,12,12,741.7990529530284
0xc1f44ce69b40c4309b3552cb4fa985a7352e48d7,1,1,741.2606254916749
0x4c54fac85253b5491f4998224865c51261fb1354,12,12,741.0053798399987
0xd34c8dd8718e1989481d96b9f1963ed0b585d853,2,2,740.8233340264837
0xc0c411bb7e9c213510354cf53315a3d49d28822f,12,12,740.2133392182692
0xd56bf2ddda6bfca82e29f5a37849d13489a32c76,3,3,740.0236002049865
0x2240ed89545017fa904aacb57d8dbcba2f894207,3,3,740.023035549293
0xb0f4a77bde7fee134265307c5cc19abff0ba409b,4,4,739.4360689351292
0xd2e89c0ec6c370941ebd92112355222e058c2667,12,12,739.4229239457192
0xbe8cdb3fcb3b2a4bd89a33bb0b291074b4d6d9a8,2,2,739.325737863378
0xbbe81c7c9fa2b43118c3fc8b32a2bbc54939437e,12,12,738.634126940999
0xb1adf386722d0df583ea3a83ca97fbc98528a6d2,12,12,737.84694118277
0xaa64209b0763ba20a1f2ad33ffca0ddfc190fb4e,2,2,737.6371069025611
0x3965601bbca5bea4fa9d9834aacc357f8471d693,2,2,737.1286946765231
0xff35e78750c2c42f9c2303ffbed4336ab469fb0b,12,12,737.0613597089579
0xb5667233194805e6972b16e815047c9c086dae4c,7,7,736.9420656133592
0x45cffe6dfdac21626389b7a184ccd0ac604a72b5,9,9,736.6258018363386
0x3b7c48cd1d15141a2e305b0208d8dc5331190827,12,12,736.277375616013
0x065b6f33021469a62ba0046aadd635aafcef5748,1,1,736.2468432189595
0xbabe4490da9bcf0bbf062c40112aea2109d6ba7f,3,3,735.5661592812376
0x003095073f10fc2be4d7bcd6228077c2c3d1446f,12,12,735.494982058191
0x34e819096f32580e8548ae8f4101ffa695cb8726,8,8,735.3146710427529
0x69562fb020b25826cd5f5c5e169a973307d232ac,45,45,735.20430850318
0xdc344c03af299c6bd5a2d27781bc8b1aefa09187,9,9,734.8633593349649
0xccac4201c2f9a7709c48bc923c47ba580015c0cc,12,12,734.7141722468334
0x41c7ef925805905fb4e2fda9408d47cfe736575a,12,12,733.9349394496688
0xfff475e8fde7380a9a29a6441b832353337b094e,8,8,733.7476442284951
0xee597f571c65c5abfa56a8128c4b7bb7fb31ebc6,21,21,733.429137052686
0x7d96439bad22856f4243b306b08fdbc30897fa9d,12,12,733.1572769901185
0x9606d9a796b7c168faaff9713b1dee0b0b71ea16,2,2,732.9946706200719
0xe8a5b89ecd8f294aae3e0bf4de4a632b347df606,12,12,732.3811782466163
0x6e1238a492fb4b66ead140c9eb88df5d13d452be,3,3,732.360347093622
0x591303629323cd1b5ec44805644c7697bfea92f0,2,2,732.1051251866563
0xa9e66c1670dec8f5d93e2a711c03d52c26e0deac,12,12,731.6066366519362
0x161362f161526bb49ba0b51352d21ef90feadb28,18,18,730.8998274959241
0x9551861fce5cebe11a0a6c721a90049b3387b653,12,12,730.8336456925333
0x6dd212d0d87949faffa3a189d290c8f51b0dd295,2,2,730.245359319681
0x62edb031d5f48fa7414ca0cd8bd05be2855d73c7,12,12,730.0621989078907
0x7fe6c3cc42b67f3ebad919b372ae677c065be819,12,12,729.2922898898794
0x8b511cb316f9a36c15fd42ab63d8ff8b022b3b15,14,14,728.5242641000312
0xbf60563fbe80e71edcad64957dc8370a94b221cd,12,12,728.5239122821274
0x0cfb06414c6d9790bc661230dba0b24060808bf4,1,1,728.109058073586
0x55cebd427f6d80d3a5b6c43c17824181e5c05253,12,12,727.7570597793966
0xc259320ce9efd18187ba6cd39d1fb44bbfef7e2d,5,5,726.615226796591
0x9e588733b77abd51879f391fce7beb6a1de7bdbd,1,1,726.3419052549586
0x51b3832e54406e6653644a7b8497c9826eca400a,1,1,723.9478295597136
0x2f9f0f0786c0b478119acfc3d28bd15225fbd253,1,1,723.0694948079786
0x3364f7925b3e499ec45f6a0c6f744912fb7394cf,8,8,722.9000018899408
0x6082f1c9e2bfcff5a64496dae0c2c148ecb34dd1,12,12,722.6903250615105
0x315fbb032a9368fbdc4388df9f20d0e973c0e237,2,2,722.6627824065356
0xa38555f352c4e3c0235b8ad2a29bca1cdca6dee9,6,6,722.4670716322574
0x2a216495584e406c39582d3ee583aeda937beba6,6,2,721.4912448917339
0xb9eece312e033458260cc864477ca7abb4d5bb75,6,6,719.829057701967
0x78251428feabb407de8a76559729ec50395e5007,21,21,718.5087062786736
0xbc10275a438a1b8da83088f23e40dd8b1fea14ff,3,3,717.5422172466428
0xa647349403d06f754d170123ce8ede7b4beed6a4,2,2,716.8422272315163
0x4ee5a4aeb774a9063a263b34bcec1e1ab18771fc,3,3,716.7811091862545
0x1e99bdbfa5f17b771efb303e5d63cbf251f89c25,1,1,715.755
0xa37c71641cb98b4f30cbbe8dbc630687e13945e5,2,2,715.5142207162212
0x7ee2ee8e1ba4a109fcf8fb741a7fc0d037a1b7ea,1,1,715.0949059112753
0x44437eec406a881282bc5d27df4070419f9847e9,2,2,714.0892460146133
0x0b07188b12e3bba6a680e553e23c4079e98a034b,1,1,713.43141970145
0xd845acdeb03fb3295e7735c232c588efc441d903,4,4,713.0837075035356
0x6d9ffb46a4b6cb8c8e18e0dc731ef5950f135e20,1,1,713.08285776
0xa424817985051ccda51eff2dc7998b5d68079215,1,1,712.9919975602018
0xf2349cf1b660ecf942b5ade9a9d02768b0664975,1,1,712.2188519609153
0x856b93e22127e6b76b79573bf95a93b4c88cb745,1,1,712.122004363086
0x6f0c491f22c959d2280ed7f020fe1cd41bc285f8,11,11,712.0439110197335
0xe48ce286ff58393d64b2a60842d31eecb6a2d7e7,2,2,711.248166029648
0x805e4e1d6e6d93bac9ef91ce8d066fcb045984b7,7,7,710.4978249389051
0xc0500cfc93de50c4be0739d924d4e006786f6690,8,8,710.1544522821318
0x833998f17fb8d6b99ed79f44a010ac3cd4ae047f,3,3,709.8580578140289
0x90b19bf2e6c09b7421b4dc193e11bd9f3619ac1c,2,2,709.5676493774288
0x419532359baf8fd876e5dafbdfe56305ffbba1b4,6,6,708.161006580442
0xf743ace0dd18b26ef95988486315dd7a39b07035,8,8,707.713349090888
0x139c31c5ef9c4f6dbb543d8ec94f67f163d405f3,2,2,707.3724927245535
0x6d59b6c2058114f16e2ed839a92d89a91271474a,3,3,707.0855027943436
0x9c89c2750b91270c77cd88f21815985e6754729b,6,6,706.834614151683
